asn,org,country,vpn_signals,tor_signals,public_feed_overlap,confidence,sources
212238,CDNEXT,GB,5225,10,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
9009,M247,RO,4861,52,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
62651,NETPROTECT-62651,US,3011,0,1,low,asn-vpn-multi-provider
62240,CLOUVIDER Clouvider - Global ASN,GB,2305,4,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
60068,CDN77 _,GB,1217,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,AU,1098,0,1,low,asn-vpn-multi-provider
36849,1st Amendment Encrypted Openness LLC,US,0,1004,1,low,tor-radar-network
16276,OVH,FR,148,621,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
11878,TZULO,US,599,104,2,low,"asn-vpn-multi-provider,tor-radar-network"
25369,BANDWIDTH-AS,GB,665,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
215125,Church of Cyberology,NL,0,630,1,low,tor-radar-network
49453,GLOBALLAYER,NL,624,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
140952,"STL-AS-AP Strong Technology, LLC",US,562,0,1,low,asn-vpn-multi-provider
174,COGENT-174,US,476,17,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
14061,DIGITALOCEAN-ASN,US,189,151,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
24940,HETZNER-AS,DE,70,375,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
22781,STRTEC,US,408,0,1,low,asn-vpn-multi-provider
197540,NETCUP-AS netcup GmbH,DE,25,315,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
60729,Stiftung Erneuerbare Freiheit,DE,0,322,1,low,tor-radar-network
21859,ZEN-ECN,US,295,3,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
36352,AS-COLOCROSSING,US,168,128,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
8560,IONOS SE,DE,0,291,2,low,"bad-cidrs-v4,tor-radar-network"
53667,PONYNET,US,97,181,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
39287,ABSTRACT,RO,244,7,2,low,"asn-vpn-multi-provider,tor-radar-network"
32489,AMANAHA-NEW,CA,233,1,2,low,"asn-vpn-multi-provider,tor-radar-network"
396356,LATITUDE-SH,US,222,0,1,low,asn-vpn-multi-provider
20473,AS-VULTR,US,140,77,2,low,"asn-vpn-multi-provider,tor-radar-network"
42708,GLESYS glesys.com,SE,186,9,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
203020,HOSTROYALE,IN,192,3,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
12876,Online SAS,FR,101,86,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
136258,"ONEPROVIDER-AS BrainStorm Network, Inc",CA,175,16,2,low,"asn-vpn-multi-provider,tor-radar-network"
63949,AKAMAI-LINODE-AP Akamai Connected Cloud,US,83,106,2,low,"asn-vpn-multi-provider,tor-radar-network"
46844,SHARKTECH,US,170,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
31898,Oracle Corporation,GB,0,160,2,low,"bad-cidrs-v4,tor-radar-network"
136557,HOST-AS-AP Host Universal Pty Ltd,AU,170,0,1,low,asn-vpn-multi-provider
210558,1337 Services GmbH,NL,0,161,3,medium,"bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
214503,QuxLabs AB,SE,0,156,1,low,tor-radar-network
208323,Foundation for Applied Privacy,AT,0,153,1,low,tor-radar-network
198093,Foreningen for digitala fri- och rattigheter,SE,0,149,1,low,tor-radar-network
206804,ESTNOC-GLOBAL,EE,136,7,2,low,"asn-vpn-multi-provider,tor-radar-network"
13213,UK2NET-AS,GB,137,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",GB,138,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
51167,Contabo GmbH,DE,0,101,2,low,"bad-cidrs-v4,tor-radar-network"
54203,NETPROTECT-SP,US,126,0,1,low,asn-vpn-multi-provider
209847,THE,MD,101,23,3,medium,"asn-vpn-multi-provider,spamhaus-asndrop,tor-radar-network"
262287,Latitude.sh LTDA,BR,121,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
401401,Unredacted Inc,US,0,123,1,low,tor-radar-network
43350,NFORCE,NL,107,13,2,low,"asn-vpn-multi-provider,tor-radar-network"
3223,VOXILITY,GB,114,4,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
56655,GIGAHOST,NO,33,84,2,low,"asn-vpn-multi-provider,tor-radar-network"
206092,SECFIREWALLAS,CY,116,0,1,low,asn-vpn-multi-provider
51430,ALTUS,NL,112,0,1,low,asn-vpn-multi-provider
22363,PHMGMT-AS1,US,108,0,1,low,asn-vpn-multi-provider
27284,FOURPLEX-ASN,US,29,76,2,low,"asn-vpn-multi-provider,tor-radar-network"
200651,FLOKINET,IS,36,66,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
13737,AS-INCX,US,100,0,1,low,asn-vpn-multi-provider
396507,Emerald Onion,US,0,97,2,low,"bad-cidrs-v4,tor-radar-network"
43289,TRABIA,MD,87,11,2,low,"asn-vpn-multi-provider,tor-radar-network"
51852,PLI-AS,PA,48,45,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
42675,OBEHOSTING Obehosting AB,SE,81,9,2,low,"asn-vpn-multi-provider,tor-radar-network"
62744,QUINTEX,US,89,1,2,low,"asn-vpn-multi-provider,tor-radar-network"
3320,Deutsche Telekom AG,DE,0,85,2,low,"bad-cidrs-v4,tor-radar-network"
40676,AS40676 - Psychz Networks,US,76,9,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
55286,SERVER-MANIA,CA,80,3,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
60404,LITESERVER,NL,30,50,2,low,"asn-vpn-multi-provider,tor-radar-network"
51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,FI,67,11,2,low,"asn-vpn-multi-provider,tor-radar-network"
60781,LEASEWEB-NL-AMS-01 Netherlands,NL,53,22,2,low,"asn-vpn-multi-provider,tor-radar-network"
6206,NETROUTING-AS,NL,71,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
13926,NETPROTECT-PHX,US,72,0,1,low,asn-vpn-multi-provider
8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,2,7,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
49981,WORLDSTREAM,NL,53,16,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
41564,AS41564,GB,69,0,1,low,asn-vpn-multi-provider
63023,AS-GLOBALTELEHOST,US,46,22,2,low,"asn-vpn-multi-provider,tor-radar-network"
20860,IOMART-AS,GB,48,17,2,low,"asn-vpn-multi-provider,tor-radar-network"
63473,HOSTHATCH,US,52,13,2,low,"asn-vpn-multi-provider,tor-radar-network"
35758,HQSERV_NETWORKS,IL,62,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
29222,Infomaniak Network SA,CH,0,61,1,low,tor-radar-network
52048,RIXHOST,LV,38,23,2,low,"asn-vpn-multi-provider,tor-radar-network"
58065,PACKETEXCHANGE,GB,61,0,1,low,asn-vpn-multi-provider
211619,MAXKO d.o.o.,RS,0,59,2,low,"spamhaus-asndrop,tor-radar-network"
132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,MY,59,0,1,low,asn-vpn-multi-provider
394256,CLOUDSINGULARITY,CA,59,0,1,low,asn-vpn-multi-provider
200019,ALEXHOST,MD,5,39,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
7018,"AT&T Enterprises, LLC",US,0,56,1,low,tor-radar-network
4766,KIXS-AS-KR Korea Telecom,KR,25,11,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,DE,23,31,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
7922,"Comcast Cable Communications, LLC",US,0,54,1,low,tor-radar-network
133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,AU,53,0,1,low,asn-vpn-multi-provider
45671,AS45671-NET-AU Wholesale Services Provider,AU,52,0,1,low,asn-vpn-multi-provider
3209,Vodafone GmbH,DE,0,51,1,low,tor-radar-network
63018,DEDICATED,US,48,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
1205,University Linz,AT,0,50,1,low,tor-radar-network
29802,HVC-AS,US,13,37,2,low,"asn-vpn-multi-provider,tor-radar-network"
43357,OWL Owl Limited,VU,44,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
61272,IST-AS,LT,44,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
20278,NEXEON,US,48,0,1,low,asn-vpn-multi-provider
46562,PERFORMIVE,US,48,0,1,low,asn-vpn-multi-provider
197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",AL,45,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
57169,EDIS-AS-EU,AT,42,4,2,low,"asn-vpn-multi-provider,tor-radar-network"
45179,SITEHOST-AS-AP SiteHost New Zealand,NZ,44,0,1,low,asn-vpn-multi-provider
28753,LEASEWEB-DE-FRA-10,DE,22,18,2,low,"asn-vpn-multi-provider,tor-radar-network"
701,Verizon Business,US,0,39,1,low,tor-radar-network
12322,Free SAS,FR,0,35,2,low,"bad-cidrs-v4,tor-radar-network"
41281,KeFF Networks Ltd,SE,0,39,1,low,tor-radar-network
46475,LIMESTONENETWORKS,US,34,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
211507,Julian Achter,CH,0,38,2,low,"spamhaus-asndrop,tor-radar-network"
40861,PARAD-40-ASN,US,38,0,1,low,asn-vpn-multi-provider
45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",US,9,29,2,low,"asn-vpn-multi-provider,tor-radar-network"
141995,Contabo Asia Private Limited,SG,0,38,1,low,tor-radar-network
3462,HINET Data Communication Business Group,TW,13,14,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
26832,Rica Web Services,CA,0,37,1,low,tor-radar-network
202422,GHOST,LU,16,18,2,low,"asn-vpn-multi-provider,tor-radar-network"
207990,HR-CUSTOMER,IN,34,0,1,low,asn-vpn-multi-provider
263812,SONDATECH S.A.S.,AR,24,10,2,low,"asn-vpn-multi-provider,tor-radar-network"
58325,BANDWIDTH-ASIA,GB,31,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
31103,KEYWEB-AS,DE,10,21,2,low,"asn-vpn-multi-provider,tor-radar-network"
40021,Contabo Inc.,US,0,13,2,low,"bad-cidrs-v4,tor-radar-network"
50304,BLIX,NO,29,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
16509,AMAZON-02,US,20,10,2,low,"asn-vpn-multi-provider,tor-radar-network"
52423,Data Miners S.A.  Racknation.cr,CR,27,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
204957,GREENFLOID-AS,US,18,12,2,low,"asn-vpn-multi-provider,tor-radar-network"
3257,GTT-BACKBONE GTT,US,27,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
56630,MELBICOM-EU-AS Melbikomas UAB,LT,24,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
13030,Init7 (Switzerland) Ltd.,CH,0,28,1,low,tor-radar-network
44679,BINBOX-GLOBAL-SERVICES,RO,27,1,2,low,"asn-vpn-multi-provider,tor-radar-network"
51396,Pfcloud UG (haftungsbeschrankt),NL,0,21,3,medium,"bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,HK,28,0,1,low,asn-vpn-multi-provider
44925,1984 ehf,IS,0,27,1,low,tor-radar-network
138915,KAOPU-HK Kaopu Cloud HK Limited,CN,19,7,3,medium,"asn-vpn-multi-provider,spamhaus-asndrop,tor-radar-network"
215540,GCS-AS,GB,6,21,2,low,"asn-vpn-multi-provider,tor-radar-network"
328364,Host-Africa-AS,ZA,17,10,2,low,"asn-vpn-multi-provider,tor-radar-network"
8473,BAHNHOF,SE,9,16,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
32097,WII,US,24,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
41075,ATW-AS,HU,2,24,2,low,"asn-vpn-multi-provider,tor-radar-network"
45899,VNPT-AS-VN VNPT Corp,VN,17,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
46450,PILOT,US,26,0,1,low,asn-vpn-multi-provider
50613,THORDC-AS,IS,17,9,2,low,"asn-vpn-multi-provider,tor-radar-network"
214209,Internet Magnate (Pty) Ltd,ZA,0,26,1,low,tor-radar-network
214677,DELUXHOST,IT,3,23,2,low,"asn-vpn-multi-provider,tor-radar-network"
8283,Netwerkvereniging Coloclue,NL,0,25,1,low,tor-radar-network
30058,FDCSERVERS,US,22,1,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
53356,FREE RANGE CLOUD,CA,23,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
9318,SKB-AS SK Broadband Co Ltd,KR,9,4,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
37684,ANGANI-AS,KE,24,0,1,low,asn-vpn-multi-provider
40663,IncogNet LLC,US,0,24,1,low,tor-radar-network
44570,"Cloudie Networks, LLC.",NZ,0,24,1,low,tor-radar-network
55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,MY,16,8,2,low,"asn-vpn-multi-provider,tor-radar-network"
200303,LUMASERV GmbH,DE,0,24,1,low,tor-radar-network
205100,F3 Netze e.V.,DE,0,24,1,low,tor-radar-network
214996,netcup GmbH,US,0,22,2,low,"bad-cidrs-v4,tor-radar-network"
58087,Florian Kolb,DE,0,23,1,low,tor-radar-network
213438,ColocaTel Inc.,NL,0,22,2,low,"spamhaus-asndrop,tor-radar-network"
924,Cloudie Networks LLC,US,0,22,1,low,tor-radar-network
4785,XTOM-AS-JP xTom,GB,22,0,1,low,asn-vpn-multi-provider
6698,VIRTUALSYSTEMS,UA,14,8,2,low,"asn-vpn-multi-provider,tor-radar-network"
16019,Vodafone Czech Republic a.s.,CZ,0,22,1,low,tor-radar-network
39486,HOSTROYALE,IN,21,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
48090,TECHOFF SRV LIMITED,NL,0,16,3,medium,"bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
204094,I4W,PT,22,0,1,low,asn-vpn-multi-provider
3215,Orange S.A.,FR,0,21,1,low,tor-radar-network
5089,Virgin Media Limited,GB,0,20,2,low,"bad-cidrs-v4,tor-radar-network"
8881,1&1 Versatel GmbH,DE,0,21,1,low,tor-radar-network
62005,BlueVPS OU,EE,0,21,1,low,tor-radar-network
1136,KPN B.V.,NL,0,20,1,low,tor-radar-network
5650,"Frontier Communications of America, Inc.",US,0,20,1,low,tor-radar-network
26383,ASNET,US,5,15,2,low,"asn-vpn-multi-provider,tor-radar-network"
33915,Vodafone Libertel B.V.,NL,0,20,1,low,tor-radar-network
42237,W1N,GB,5,9,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
47890,UNMANAGED LTD,RO,0,17,3,medium,"bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
212477,ROYALE-AS,NL,3,17,2,low,"asn-vpn-multi-provider,tor-radar-network"
215288,Michele Branchini,IT,0,20,1,low,tor-radar-network
1299,"TWELVE99 Arelion, fka Telia Carrier",SE,16,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
11831,ESECUREDATA,CA,19,0,1,low,asn-vpn-multi-provider
3786,LGDACOM LG DACOM Corporation,KR,4,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
29066,VELIANET-AS velia.net Internetdienste GmbH,DE,13,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
33993,UFO Hosting LLC,RU,0,17,2,low,"spamhaus-asndrop,tor-radar-network"
35592,Coolhousing s.r.o.,CZ,0,18,1,low,tor-radar-network
49683,MASSIVEGRID LTD,GB,0,18,1,low,tor-radar-network
61125,SABOTAGE LLC,NL,0,18,1,low,tor-radar-network
199950,HJELM ENTERPRISES AB,SE,0,18,1,low,tor-radar-network
202425,INT-NETWORK,NL,8,2,4,medium,"asn-vpn-multi-provider,bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
206134,NEKOBYTE INTERNATIONAL LIMITED,DE,0,18,1,low,tor-radar-network
6939,HURRICANE,US,4,8,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
20115,Charter Communications LLC,US,0,17,1,low,tor-radar-network
29889,FSNET-1,US,17,0,1,low,asn-vpn-multi-provider
39798,MIVOCLOUD,MD,5,12,2,low,"asn-vpn-multi-provider,tor-radar-network"
48314,Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG,DE,0,17,1,low,tor-radar-network
59711,HZ-EU-AS,BG,5,12,2,low,"asn-vpn-multi-provider,tor-radar-network"
59729,ITL-BG,US,10,7,2,low,"asn-vpn-multi-provider,tor-radar-network"
133398,TELE-AS Tele Asia Limited,HK,16,1,2,low,"asn-vpn-multi-provider,tor-radar-network"
205119,TELEKS-,MK,17,0,1,low,asn-vpn-multi-provider
214366,Moustafa Mohamed Mohamed Ahmed Elghoubashi,UA,0,17,1,low,tor-radar-network
397373,H4Y-TECHNOLOGIES,US,17,0,1,low,asn-vpn-multi-provider
400175,"Microtronix ESolutions, LLC",US,0,17,1,low,tor-radar-network
209,"CenturyLink Communications, LLC",US,0,16,1,low,tor-radar-network
1257,TELE2,SE,4,12,2,low,"asn-vpn-multi-provider,tor-radar-network"
2856,British Telecommunications PLC,GB,0,16,1,low,tor-radar-network
9008,ASN-VO Visual Online S.A. Luxembourg,LU,15,1,2,low,"asn-vpn-multi-provider,tor-radar-network"
29075,IELO-LIAZO SERVICES SAS,FR,0,16,1,low,tor-radar-network
49367,ASSEFLOW,IT,13,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
213873,MOJI SAS,FR,0,16,1,low,tor-radar-network
215659,Aokigahara SRL,NL,0,16,1,low,tor-radar-network
3301,Telia Company AB,SE,0,15,1,low,tor-radar-network
8708,RCS & RDS SA,RO,0,14,2,low,"bad-cidrs-v4,tor-radar-network"
13285,TalkTalk Communications Limited,GB,0,15,1,low,tor-radar-network
27176,DATAWAGON,US,7,8,2,low,"asn-vpn-multi-provider,tor-radar-network"
42730,EVANZO e-commerce GmbH,DE,0,15,1,low,tor-radar-network
45382,EHOSTIDC-AS-KR Hostcenter,KR,13,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
56322,SERVERASTRA-AS,HU,3,12,2,low,"asn-vpn-multi-provider,tor-radar-network"
59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,SG,7,8,2,low,"asn-vpn-multi-provider,tor-radar-network"
61138,ZAPPIE-HOST-AS Zappie Host,US,11,4,2,low,"asn-vpn-multi-provider,tor-radar-network"
197155,ARTNET,PL,15,0,1,low,asn-vpn-multi-provider
200698,GLOBALHOST-BOSNIA-AS,BA,9,6,2,low,"asn-vpn-multi-provider,tor-radar-network"
206238,Freedom Internet BV,NL,0,15,1,low,tor-radar-network
7303,Telecom Argentina S.A.,AR,0,13,2,low,"bad-cidrs-v4,tor-radar-network"
12479,Orange Espagne SA,ES,0,14,1,low,tor-radar-network
15626,GF-UA,US,11,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
15943,wilhelm.tel GmbH,DE,0,8,2,low,"bad-cidrs-v4,tor-radar-network"
43513,NANO-AS,LV,5,9,2,low,"asn-vpn-multi-provider,tor-radar-network"
43641,SOLLUTIUM-NL,PL,3,11,2,low,"asn-vpn-multi-provider,tor-radar-network"
51659,LLC Baxet,RU,0,14,1,low,tor-radar-network
213230,Hetzner Online GmbH,US,0,6,2,low,"bad-cidrs-v4,tor-radar-network"
2516,KDDI KDDI CORPORATION,JP,6,5,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
3170,VELOXSERV,GB,11,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
3269,Telecom Italia S.p.A.,IT,0,13,1,low,tor-radar-network
6718,NAV NAV Communications,RO,7,6,2,low,"asn-vpn-multi-provider,tor-radar-network"
30633,LEASEWEB-USA-WDC,US,8,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
33083,AXCELX-NET,US,11,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
56971,CGI GLOBAL LIMITED,RU,0,2,2,low,"bad-cidrs-v4,tor-radar-network"
198890,MADCOM-ASN,AL,13,0,1,low,asn-vpn-multi-provider
199524,GCORE,LU,11,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
3,Adaptive Systems A/S,US,0,12,1,low,tor-radar-network
852,TELUS Communications Inc.,CA,0,12,1,low,tor-radar-network
5769,Videotron Ltee,CA,0,11,2,low,"bad-cidrs-v4,tor-radar-network"
23959,OWL-AS-AP Owl Limited,VU,9,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
24768,ALMOUROLTEC,PT,9,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
30893,No ACK Group Holding AB,SE,0,12,1,low,tor-radar-network
36007,KAMATERA,US,3,9,2,low,"asn-vpn-multi-provider,tor-radar-network"
36666,GTCOMM,CA,12,0,1,low,asn-vpn-multi-provider
38195,SUPERLOOP (AUSTRALIA) PTY LTD,AU,0,12,1,low,tor-radar-network
57043,HOSTKEY B.V.,NL,0,11,2,low,"bad-cidrs-v4,tor-radar-network"
199654,Oxide Group Limited,NL,0,12,1,low,tor-radar-network
204601,NovoServe B.V.,NL,0,12,1,low,tor-radar-network
206996,ZAP-Hosting GmbH,DE,0,12,1,low,tor-radar-network
215730,H2NEXUS-AS,UA,5,4,4,medium,"asn-vpn-multi-provider,bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
4764,Wideband Networks Pty Ltd,AU,0,11,1,low,tor-radar-network
5378,Vodafone Limited,GB,0,11,1,low,tor-radar-network
5432,Proximus NV,BE,0,11,1,low,tor-radar-network
6724,Strato GmbH,DE,0,11,1,low,tor-radar-network
12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,RU,5,0,2,low,"asn-vpn-multi-provider,bad-cidrs-v4"
21130,IOMART-IE,GB,11,0,1,low,asn-vpn-multi-provider
23470,RELIABLESITE,US,8,2,3,medium,"asn-vpn-multi-provider,bad-cidrs-v4,tor-radar-network"
29691,NINE,CH,8,3,2,low,"asn-vpn-multi-provider,tor-radar-network"
31034,ARUBA-ASN,IT,11,0,1,low,asn-vpn-multi-provider
47447,23M GmbH,DE,0,11,1,low,tor-radar-network
47583,Hostinger International Limited,LT,0,10,2,low,"bad-cidrs-v4,tor-radar-network"
201814,MEVSPACE sp. z o.o.,PL,0,9,2,low,"bad-cidrs-v4,tor-radar-network"
210731,Forening for DotSrc,DK,0,11,1,low,tor-radar-network
212317,Hetzner Online GmbH,US,0,3,2,low,"bad-cidrs-v4,tor-radar-network"
1221,Telstra Limited,AU,0,2,2,low,"bad-cidrs-v4,tor-radar-network"
2027,MilkyWan Association,FR,0,10,1,low,tor-radar-network
5410,Bouygues Telecom SA,FR,0,10,1,low,tor-radar-network
6181,Cincinnati Bell Telephone Company LLC,US,0,10,1,low,tor-radar-network
6848,Telenet BV,BE,0,6,2,low,"bad-cidrs-v4,tor-radar-network"
8151,UNINET,MX,0,9,2,low,"bad-cidrs-v4,tor-radar-network"
29447,Scaleway SAS,IT,0,3,2,low,"bad-cidrs-v4,tor-radar-network"
30860,YURTEH-AS,UA,5,5,2,low,"asn-vpn-multi-provider,tor-radar-network"
33837,Fredrik Holmqvist,SE,0,10,1,low,tor-radar-network
35366,ISPpro Internet KG,DE,0,10,1,low,tor-radar-network
45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,MY,6,4,2,low,"asn-vpn-multi-provider,tor-radar-network"
50979,ITL-LV,US,8,2,2,low,"asn-vpn-multi-provider,tor-radar-network"
215381,ROCKHOSTER PRIVATE LIMITED,FR,0,9,2,low,"spamhaus-asndrop,tor-radar-network"
3303,Swisscom (Schweiz) AG,CH,0,8,2,low,"bad-cidrs-v4,tor-radar-network"
3356,"Level 3 Parent, LLC",DE,0,9,1,low,tor-radar-network
5483,Magyar Telekom Plc.,HU,0,7,2,low,"bad-cidrs-v4,tor-radar-network"
7040,NETMINDERS,CA,9,0,1,low,asn-vpn-multi-provider
