asn,org,country,total_prefixes,signal_count,source_count,vpn_signals,tor_signals,malware_signals,drop_list_signals,phishing_signals,public_feed_signals,public_feed_overlap,signal_density,confidence,sources
143430,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143431,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143432,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143433,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143434,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143435,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143436,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143437,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143438,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143439,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143440,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143441,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143442,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143443,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143444,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143445,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143446,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143447,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143448,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143449,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143450,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143451,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143452,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143453,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143454,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143455,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143456,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143457,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143458,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143459,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143460,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143461,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143462,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143463,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143464,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143465,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143466,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143467,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143468,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143469,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143470,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143471,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143472,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143473,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143474,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143475,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143476,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143477,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143478,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143479,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143480,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143481,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143482,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143483,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143484,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143485,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143486,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143487,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143488,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143489,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143490,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143491,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143492,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143493,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143494,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143495,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143496,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143497,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143498,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143499,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143500,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143501,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143502,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143503,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143504,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143505,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143506,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143507,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143508,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143509,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143510,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143511,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143512,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143513,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143514,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143515,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143516,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143517,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143518,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143519,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143520,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143521,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143522,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143523,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143524,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143525,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143526,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143527,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143528,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143529,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143530,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143531,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143532,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143533,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143534,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143535,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143536,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143537,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143538,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143539,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143540,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143541,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143542,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143543,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143544,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143545,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143546,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143547,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143548,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143549,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143550,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143551,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143552,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143553,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143554,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143555,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143556,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143557,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143558,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143559,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143560,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143561,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143562,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143563,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143564,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143565,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143566,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143567,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143568,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143569,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143570,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143571,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143572,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143573,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143574,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143575,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143576,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143577,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143578,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143579,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143580,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143581,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143582,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143583,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143584,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143585,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143586,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143587,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143588,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143589,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143590,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143591,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143592,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143593,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143594,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143595,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143596,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143597,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143598,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143599,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143600,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143601,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143602,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143603,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143604,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143605,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143606,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143607,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143608,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143609,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143610,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143611,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143612,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143613,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143614,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143615,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143616,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143617,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143618,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143619,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143620,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143621,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143622,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143623,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143624,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143625,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143626,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143627,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143628,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143629,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143630,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143631,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143632,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143633,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143634,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143635,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143636,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143637,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143638,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143639,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143640,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143641,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143642,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143643,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143644,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143645,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143646,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143647,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143648,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143649,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143650,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143651,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143652,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143653,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143654,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143655,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143656,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143657,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143658,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143659,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143660,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143661,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143662,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143663,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143664,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143665,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143666,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143667,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143668,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143669,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143670,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143671,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143672,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143673,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143674,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143675,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143676,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143677,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143678,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143679,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143680,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143681,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143682,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143683,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143684,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143685,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143686,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143687,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143688,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143689,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143690,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
143691,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
